0  12
1  6
2  12
3  6
4  12
5  6
6  12
7  6
8   12
9   6
10   12
11   6
12   12
13   6
14   12
15   6
16   12
17   6
18   12
19   6
20   12
21   6
22   12
23   6
24   12
25   6
26   12
27   6
28   12
29   6
30   12
31   6
32   12
33   6
34   12
35   6
36   12
37   6
38   12
39   6
40   12
41   6
42   12
43   6
44   12
45   6
46   12
47   6
48   12
49   6
50   12
