0   5.8707
1   3.30029
2   2.6445
3   2.47304
4   2.4257
5   2.41112
6   2.40576
7   2.40334
8   2.40205
9   2.40129
10   2.40082
11   2.40052
12   2.40033
13   2.40021
14   2.40014
15   2.40009
16   2.40006
17   2.40004
18   2.40002
19   2.40001
20   2.40001
21   2.40001
22   2.4
23   2.4
24   2.4
25   2.4
26   2.4
27   2.4
28   2.4
