0   15.3395
1   9.46432
2   7.1999
3   6.2699
4   5.8568
5   5.65678
6   5.55163
7   5.49249
8   5.45757
9   5.43626
10   5.42299
11   5.41464
12   5.40934
13   5.40597
14   5.40382
15   5.40244
16   5.40156
17   5.401
18   5.40064
19   5.40041
20   5.40026
21   5.40017
22   5.40011
23   5.40007
24   5.40004
25   5.40003
26   5.40002
27   5.40001
28   5.40001
29   5.4
30   5.4
31   5.4
32   5.4
33   5.4
34   5.4
